x1,x2,x3,x4,x5,x6,p1,p2
3.971471,0.657157,1.0,0.0,1.0,0.0,-114.97069,18.204437
4.0394793,0.67982644,1.0,1.0244548e-08,1.0,0.043294437,-121.72975,18.781431
4.0035167,0.6678389,1.0,0.0,1.0,0.0147014875,-118.12663,18.47437
4.0179358,0.6726452,1.0,0.0,1.0,0.009212423,-119.56349,18.596344
4.0007124,0.6669041,1.0,0.0,1.0,0.0,-117.8484,18.45046
5.0,0.99999994,4.276806,0.0,1.0,1.4901161e-08,-252.73746,45.29107
5.0,0.99999994,5.0,0.0,1.1040353,0.40718332,-258.01083,52.384693
4.1902204,0.73007345,1.0,3.0500814e-08,1.0,1.4901161e-08,-137.53934,20.090954
4.067326,0.6891087,1.0,5.2168616e-08,1.0,0.0,-124.56436,19.018011
5.0,0.99999994,4.4196978,0.0,1.0,0.051502254,-253.69434,46.53638
5.0,0.99999994,4.374107,0.0,1.0,0.0,-253.3846,46.132812
3.9455426,0.6485142,1.0,0.0,1.0,0.0,-112.45492,17.987877
4.047275,0.682425,1.0,0.0,1.0,0.0,-122.51938,18.84614
4.025851,0.6752836,1.0,0.0,1.0,0.0,-120.35665,18.663483
5.0,0.99999994,4.4052544,0.0,1.0,0.03330943,-253.59576,46.407375
3.9423995,0.6474665,1.0,6.798655e-08,1.0,0.0,-112.152245,17.961727
4.0833735,0.6944579,1.0,7.566996e-09,1.0,0.0,-126.215576,19.15621
5.0,0.99999994,4.8286524,0.0,1.0,2.2649765e-06,-256.65857,50.315884
5.0,0.99999994,4.533727,0.0,1.0,0.0,-254.48723,47.55468
3.9606435,0.6535478,1.0,1.1178599e-08,1.0,1.8030405e-06,-113.916016,18.113821
4.0494533,0.68315107,1.0,8.940697e-08,1.0,0.019061701,-122.74056,18.86513
4.057119,0.68570626,1.0,0.0,1.0,5.5879354e-09,-123.52081,18.930408
4.0881248,0.6960416,1.0,6.0070306e-08,1.0,7.450581e-09,-126.70693,19.197239
4.016869,0.67228967,1.0,6.3329935e-08,1.0,0.0,-119.45684,18.58721
5.0,0.99999994,4.6993136,0.0,1.0,0.049185663,-255.68492,49.085968
4.217098,0.7390328,1.0,0.0,1.0,5.587936e-09,-140.47815,20.330088
5.0,0.99999994,2.9365833,0.0,5.0,1.059033,-261.75037,60.74507
4.287453,0.76248443,1.0,8.1960025e-08,1.0,0.0,-148.3425,20.963638
3.9852178,0.6617393,1.0,4.284084e-08,1.0,0.0,-116.318184,18.31986
4.022296,0.67409873,1.0,0.0,1.0,0.0,-120.000046,18.633274
4.0026717,0.6675573,1.0,9.313226e-10,1.0,0.0,-118.042755,18.467014
4.0621486,0.6873828,1.0,0.0,1.0,0.0,-124.03438,18.973547
5.0,0.99999994,4.4104686,0.0,1.0,7.450581e-09,-253.6313,46.452232
5.0,0.99999994,4.346195,0.0,1.0,0.0,-253.19702,45.889412
5.0,0.99999994,4.9497056,0.0,1.0,1.4901161e-08,-257.60016,51.499588
5.0,0.99999994,5.0,0.0,1.2237695,0.8671186,-258.05008,53.249508
4.059505,0.6865016,1.0,5.0292783e-08,1.0,0.05525149,-123.764305,18.953918
4.159727,0.719909,1.0,2.2526365e-08,1.0,0.0,-134.24916,19.821598
4.0195627,0.6731876,1.0,6.798655e-08,1.0,0.0,-119.72627,18.610067
5.0,0.99999994,4.5050526,0.0,1.0,0.0,-254.2854,47.295498
4.144467,0.7148223,1.0,1.15484e-07,1.0,7.450581e-09,-132.62013,19.687576
4.9999995,0.99999994,4.381057,0.0,1.0,0.0,-253.43147,46.193657
4.1640515,0.7213505,1.0,7.453491e-08,1.0,0.0,-134.71292,19.85967
5.0,0.99999994,4.241866,0.0,1.0,0.04410296,-252.5097,44.995373
5.0,0.99999994,4.034611,0.0,1.0,0.0,-251.20886,43.278088
3.9956255,0.6652085,1.0,6.938353e-08,1.0,9.313226e-09,-117.344696,18.407526
5.0,0.99999994,4.7824054,0.0,1.0,0.10023729,-256.30658,49.881447
4.0047574,0.6682525,1.0,1.1178781e-07,1.0,0.0056408783,-118.249855,18.484676
4.0059166,0.66863894,1.0,0.0,1.0,0.0,-118.36505,18.494446
5.0,0.99999994,5.0,0.0,1.2228229,0.84553146,-258.04965,53.21022
5.0,0.99999994,4.3465014,0.0,1.0,0.041851956,-253.19907,45.893826
4.026061,0.67535365,1.0,1.0454096e-07,1.0,7.450581e-09,-120.37776,18.66527
4.1972046,0.7324015,1.0,2.2380846e-08,1.0,0.0,-138.29951,20.152937
5.0,0.99999994,4.147932,0.0,1.0,0.0,-251.90948,44.205338
4.20656,0.73552,1.0,0.0,1.0,0.0,-139.3216,20.236137
4.0971756,0.69905853,1.0,1.04424544e-07,1.0,0.0,-127.646095,19.275532
4.0556774,0.6852258,1.0,0.0,1.0,0.0,-123.37387,18.918053
5.0,0.99999994,5.0,0.0,1.0973366,0.39747456,-258.00946,52.362133
3.9555037,0.6518346,1.0,8.195639e-08,1.0,0.0,-113.41742,18.070898
3.9718122,0.6572708,1.0,0.0,1.0,0.0,-115.00401,18.207296
5.0,0.99999994,4.2126503,0.0,1.0,0.0,-252.32112,44.74642
3.951393,0.6504643,1.0,0.0,1.0,0.0,-113.01961,18.03661
5.0,0.99999994,4.554752,0.0,1.0,0.0,-254.63626,47.745766
5.0,0.99999994,4.8482175,0.0,1.0150913,0.0752769,-256.80902,50.541286
4.217316,0.73910534,1.0,7.459312e-08,1.0,0.010689179,-140.50214,20.332146
5.0,0.99999994,4.3409424,0.0,1.0,0.03913879,-253.1619,45.845314
4.1144733,0.70482445,1.0,0.0,1.0,0.0,-129.45241,19.425667
5.0,0.99999994,4.8230796,0.0,1.0,0.07749885,-256.61594,50.2681
5.0,0.99999994,4.573726,0.0,1.0,0.0,-254.77151,47.918972
5.0,0.99999994,4.422182,0.0,1.0,0.0,-253.71133,46.555695
4.9999995,0.99999994,4.6622186,0.0,1.0,3.7252903e-09,-255.41177,48.73628
4.187216,0.7290719,1.0,3.9115548e-08,1.0,0.0,-137.21309,20.064322
4.279164,0.7597213,1.0,0.0,1.0,0.0,-147.40298,20.88842
4.1206346,0.70687824,1.0,1.0430995e-07,1.0,0.0,-130.09943,19.479307
4.080746,0.6935821,1.0,0.0,1.0,0.0,-125.944336,19.133545
5.0,0.99999994,4.1941175,0.0,1.0,0.15970926,-252.2024,44.61613
3.9503744,0.6501248,1.0,0.0,1.0,0.017145285,-112.92116,18.028414
4.1808686,0.7269562,1.0,0.0,1.0,0.0,-136.52534,20.008127
3.995878,0.6652927,1.0,3.0035153e-08,1.0,1.4901161e-08,-117.36966,18.409655
4.9999995,0.99999994,5.0,3.9115548e-08,1.159422,0.61296535,-258.02533,52.719982
5.0,0.99999994,4.473147,0.0,1.0,0.06640984,-254.06274,47.01345
5.0,0.99999994,4.4894,0.0,1.0,0.0,-254.1759,47.15471
4.0046053,0.6682018,1.0,0.0,1.0,0.0,-118.23474,18.483356
5.0,0.99999994,4.3679924,0.0,1.0,0.0,-253.34337,46.079357
5.0,0.99999994,4.279891,0.0,1.0080328,0.036727786,-252.75775,45.334946
5.0,0.99999994,4.4407935,0.0,1.0090374,0.06374583,-253.83914,46.74287
4.041958,0.6806527,1.0,0.0,1.0,0.0,-121.98048,18.80071
4.0748534,0.69161785,1.0,7.0780516e-08,1.0,0.0,-125.33728,19.082766
4.103504,0.70116806,1.0,0.0,1.0,0.0,-128.3052,19.330383
4.229617,0.7432057,1.0,9.330688e-08,1.0,4.954636e-06,-141.85934,20.442017
5.0,0.99999994,4.8675437,0.0,4.8708854,0.85161686,-271.94165,74.14375
5.0,0.99999994,5.0,0.0,1.1628345,0.62986183,-258.02652,52.74891
4.0262213,0.67540705,1.0,0.0,1.0,0.048717983,-120.39387,18.669004
5.0,0.99999994,4.3171096,0.0,1.0,0.03050782,-253.00322,45.638367
4.129196,0.70973206,1.0,0.0,1.0,0.0,-131.0017,19.55398
4.016424,0.67214143,1.0,1.15484e-07,1.0,0.0,-119.41237,18.583437
4.418536,0.8061787,1.0,5.963375e-08,1.0,0.03628044,-163.65814,22.174702
4.9999995,0.99999994,4.733759,0.0,1.0,0.0,-255.94089,49.40847
5.0,0.99999994,5.0,0.0,1.166901,0.65560144,-258.02786,52.79147
3.949403,0.649801,1.0003713,0.0,1.0,4.656613e-09,-112.82735,18.020767
4.2408476,0.7469492,1.0,9.694486e-08,1.0,1.4901161e-08,-143.10509,20.542723
5.0,0.99999994,5.0,0.0,1.1219219,0.47283137,-258.01486,52.482277
3.9684558,0.65615195,1.0,0.0,1.0,4.7922134e-05,-114.67638,18.179176
3.9928117,0.6642706,1.0,0.0,1.0,0.0,-117.066635,18.3838
4.225201,0.7417337,1.0,9.6879376e-08,1.0,0.0,-141.37123,20.402494
3.990001,0.66333365,1.0,0.0,1.0,1.4901161e-08,-116.78927,18.360119
4.2428827,0.7476276,1.0,0.0,1.0,0.0,-143.33151,20.561
3.9456787,0.6485596,1.0,0.0,1.0,1.4901161e-08,-112.46804,17.98901
5.0,0.99999994,5.0,5.2168616e-08,1.1938541,0.7770866,-258.03757,53.029152
4.016023,0.6720077,1.0,0.0,1.0,2.2351742e-08,-119.37229,18.580036
4.2161365,0.73871213,1.0,8.4750354e-08,1.0,7.450581e-09,-140.37236,20.321503
3.995846,0.665282,1.0,0.0,1.0,1.4901161e-08,-117.3665,18.409386
4.0415626,0.68052083,1.0,0.0,1.0,0.0,-121.940475,18.797337
4.238032,0.7460106,1.0,0.0,1.0,0.0,-142.79216,20.517447
4.0723715,0.6907905,1.0,3.358582e-08,1.0,0.0,-125.082115,19.061401
4.2524967,0.7508322,1.0,0.0,1.0,0.0,-144.40396,20.647478
4.119912,0.7066374,1.0,1.0439544e-07,1.0,0.0,-130.02348,19.473013
5.0,0.99999994,4.5760665,0.0,1.0,0.0,-254.78825,47.940384
3.9439485,0.64798284,1.0,0.0,1.0,0.0,-112.301346,17.974611
4.063823,0.68794113,1.0,0.0,1.0,0.0,-124.20566,18.987923
5.0,0.99999994,4.7648587,0.0,1.0,0.10663964,-256.17416,49.715252
3.940056,0.64668536,1.0,1.0439544e-07,1.0,0.0,-111.926895,17.942245
5.0,0.99999994,4.0951405,0.0,1.0097954,0.039102595,-251.57999,43.791393
3.9824855,0.66082853,1.0,0.0,1.0,0.0,-116.04961,18.296886
3.9951866,0.6650622,1.0,0.0,1.0,0.0,-117.30129,18.403824
4.0482264,0.6827421,1.0,8.9409696e-08,1.0,1.4901161e-08,-122.61595,18.854273
5.0,0.99999994,4.327538,0.0,1.0,0.0,-253.07251,45.727585
4.244417,0.748139,1.0,7.799827e-09,1.0,0.0,-143.50237,20.57479
5.0,0.99999994,1.7217468,0.0,1.0,0.8538517,-242.52092,30.693476
5.0,0.99999994,4.4645023,0.0,1.0,0.0,-254.00278,46.93178
5.0,0.99999994,4.800629,0.0,1.0,0.010397844,-256.4448,50.046146
4.079077,0.6930256,1.0,0.0,1.0,1.4901161e-06,-125.772194,19.11915
4.253833,0.7512776,1.0,0.0,1.0,0.0,-144.55338,20.659512
3.943036,0.64767873,1.0,1.0430813e-07,1.0,0.0,-112.2135,17.967022
5.0,0.99999994,4.4765453,0.0,1.0,7.450581e-09,-254.08636,47.03946
4.091585,0.69719505,1.0,0.0,1.0,0.0,-127.06552,19.22715
5.0,0.99999994,1.4720432,0.0,1.0,0.8490016,-242.22282,29.887716
4.3492117,0.78307056,1.0,1.1740485e-07,1.0,0.0,-155.4508,21.528841
4.037767,0.67925566,1.0,1.1219527e-08,1.0,0.0,-121.55672,18.76495
5.0,0.99999994,4.14866,0.0,1.0,0.0,-251.91406,44.21138
4.062895,0.68763167,1.0,1.3038516e-08,1.0,0.0,-124.110695,18.979952
4.9999995,0.99999994,4.9583206,0.0,4.9378524,0.52698255,-273.1749,75.24503
4.0521297,0.6840432,1.0,0.0,1.0,1.0579824e-06,-123.01266,18.88767
4.2241096,0.74136984,1.0,0.0,1.0,0.0,-141.25075,20.39273
4.2899475,0.76331586,1.0,0.0,1.0,0.0,-148.62589,20.986301
5.0,0.99999994,4.836883,0.0,4.983228,0.51692307,-272.58777,74.49522
5.0,0.99999994,4.667531,0.0,1.0,0.0,-255.45078,48.785847
4.0691133,0.6897044,1.0,2.3297616e-08,1.0,0.0,-124.74761,19.033375
4.096695,0.6988983,1.0,0.0,1.0,0.0,-127.59611,19.271368
4.0697722,0.68992406,1.0,0.0,1.0,5.5879354e-09,-124.81522,19.039042
5.0,0.99999994,4.2971077,0.0,1.0,0.05212589,-252.87091,45.46785
5.0,0.99999994,1.717956,0.0,1.0,0.8031904,-242.51546,30.596487
5.0,0.99999994,5.0,0.0,1.2497472,0.9602227,-258.06238,53.483894
3.9418676,0.6472892,1.0,0.0,1.0,0.0,-112.10107,17.957304
5.0,0.99999994,4.2270513,0.0,1.0,0.0,-252.41386,44.86796
5.0,0.99999994,4.579727,0.0,1.0,0.11304816,-254.81445,47.98668
4.9999995,0.99999994,4.9731145,0.0,1.0,0.0,-257.78555,51.731865
5.0,0.99999994,4.394293,0.0,1.0116038,0.08578999,-253.52136,46.340508
4.0707088,0.6902362,1.0,7.454946e-08,1.0,6.9849193e-09,-124.91135,19.047094
4.188705,0.7295683,1.0,2.9845978e-08,1.0,0.0,-137.37474,20.07752
4.3650446,0.7883482,1.0,7.4564014e-08,1.0,0.0,-157.30399,21.675106
4.0403004,0.6801001,1.0,2.9889634e-08,1.0,0.0,-121.812775,18.786564
4.2929864,0.76432884,1.0,9.313226e-10,1.0,3.7252903e-09,-148.97156,21.01393
3.940471,0.64682364,1.0,8.731149e-11,1.0,0.0,-111.96677,17.945692
4.214346,0.7381153,1.0,9.778887e-08,1.0,0.0,-140.17555,20.305527
3.9794934,0.6598311,1.0,0.0,1.0,0.0,-115.755905,18.271744
4.039854,0.67995137,1.0,0.0,1.0,0.0,-121.76765,18.782755
4.1424794,0.71415985,1.0,3.9137376e-08,1.0,0.0,-132.40884,19.67016
4.0400167,0.68000555,1.0,0.0,1.0,0.0,-121.78408,18.784143
3.9911737,0.6637246,1.0,0.0,1.0,0.0,-116.90495,18.369999
4.1262245,0.7087415,1.0,0.0,1.0,0.0,-130.68811,19.528042
5.0,0.99999994,4.646806,0.0,1.0,0.0,-255.2992,48.592804
4.342103,0.780701,1.0,6.3329935e-08,1.0,0.0,-154.62285,21.463352
4.4779153,0.8259717,1.0,0.0,1.0,0.0,-170.87994,22.733955
3.9953406,0.6651135,1.0,1.08149834e-07,1.0,0.0,-117.31652,18.405123
4.0223927,0.6741309,1.0,0.0,1.0,0.0,-120.00974,18.634096
4.1945534,0.7315178,1.0,0.0,1.0,0.0,-138.01065,20.129396
5.0,0.99999994,4.325727,0.0,1.0,0.0,-253.06046,45.711914
3.9742136,0.6580712,1.0,4.84506e-08,1.0,3.7252903e-09,-115.238754,18.22743
5.0,0.99999994,4.9057646,0.0,1.0,0.0,-257.255,51.06653
4.1189933,0.70633113,1.0,7.566996e-09,1.0,0.0,-129.9269,19.46501
5.0,0.99999994,4.562195,0.0,1.0,0.0,-254.68924,47.81362
4.159129,0.7197097,1.0,0.0,1.0,0.01550819,-134.1851,19.816578
5.0,0.99999994,4.2194724,0.0,1.0,7.450581e-09,-252.365,44.803947
5.0,0.99999994,4.436616,0.0,1.0,0.0,-253.81033,46.683563
4.2020135,0.7340045,1.0,0.0,1.0,0.0,-138.82434,20.19568
4.0758257,0.6919419,1.0,5.4948032e-08,1.0,0.0,-125.437325,19.091137
4.0860515,0.69535047,1.0,0.0,1.0,0.0,-126.49238,19.179329
4.090496,0.696832,1.0,0.0,1.0,1.4901161e-08,-126.95259,19.217733
4.089419,0.69647294,1.0,3.0267984e-08,1.0,0.0,-126.84096,19.208422
5.0,0.99999994,4.2194233,0.0,1.0,0.0,-252.36469,44.803535
3.9385295,0.6461765,1.0,0.0,1.0,0.018971702,-111.78026,17.929918
5.0,0.99999994,1.9088721,0.0,1.0,0.6392662,-242.82605,31.052454
4.0901155,0.69670516,1.0,4.474714e-08,1.0,0.0,-126.913155,19.214443
4.0745754,0.69152516,1.0,0.0,1.0,0.0,-125.30868,19.080372
3.9875438,0.6625146,1.0,0.0,1.0,0.0,-116.547134,18.339432
4.046544,0.68218136,1.0,0.0,1.0,7.450581e-09,-122.44521,18.839891
3.9556084,0.6518695,1.0,5.972106e-08,1.0,0.0019265357,-113.42755,18.071775
4.0388436,0.6796146,1.0,4.7584763e-08,1.0,0.0,-121.6655,18.774134
3.9584208,0.65280694,1.0,5.219772e-08,1.0,0.0,-113.700226,18.095251
4.008492,0.6694973,1.0,1.868466e-08,1.0,0.0,-118.62123,18.516235
3.938436,0.64614534,1.0,7.451672e-08,1.0,0.0,-111.77128,17.928782
4.0191617,0.673054,1.0,0.0,1.0,0.0036273696,-119.686134,18.606676
4.2895083,0.76316947,1.0,6.706978e-08,1.0,0.0038481927,-148.57597,20.982325
4.16153,0.72051,1.0,0.0,1.0,0.036232214,-134.4424,19.83878
5.0,0.99999994,4.164427,0.0,1.0,0.19315845,-252.0136,44.379765
3.9891236,0.6630412,1.0,3.446621e-08,1.0,1.8626451e-09,-116.702774,18.35273
4.1276813,0.7092271,1.0,3.358582e-08,1.0,0.0,-130.84178,19.540754
5.0,0.99999994,3.9955826,0.0,1.0,2.9802322e-08,-250.97351,42.96468
4.357311,0.78577024,1.0,0.0,1.0,0.0,-156.3972,21.603592
3.9596584,0.65321946,1.0,1.7695129e-08,1.0,8.940697e-08,-113.82034,18.10559
4.062778,0.6875926,1.0,0.0,1.0,0.0,-124.09874,18.978949
4.308176,0.7693921,1.0,6.350456e-08,1.0,0.0,-150.70633,21.152346
4.191775,0.73059165,1.0,0.0,1.0,0.0,-137.70831,20.10474
4.0985804,0.6995268,1.0,0.0,1.0,0.0,-127.79221,19.287699
4.2692666,0.7564222,1.0,0.0,1.0,0.0,-146.28577,20.798811
4.0729723,0.69099075,1.0,3.9115548e-08,1.0,1.3038517e-08,-125.14386,19.066572
4.0605817,0.68686056,1.0,2.7066562e-08,1.0,0.0,-123.87426,18.9601
4.1663947,0.7221316,1.0,0.0,1.0,0.0,-134.9646,19.88032
4.488392,0.83120424,1.0,0.0,1.0,0.0,-172.16844,22.836563
5.0,0.99999994,4.1986485,0.0,1.0,1.8775463e-06,-252.23135,44.628647
4.088921,0.69630706,1.0,4.4732587e-08,1.0,0.0,-126.7894,19.20412
5.0,0.99999994,4.8093204,0.0,1.0,0.0,-256.51093,50.129562
4.0774045,0.69246817,1.0,8.943607e-08,1.0,0.0,-125.59988,19.104738
3.975156,0.65838534,1.0,0.0,1.0,0.0,-115.33096,18.235336
5.0,0.99999994,4.2765756,0.0,1.0,1.4901161e-08,-252.73595,45.2891
5.0,0.99999994,4.4340243,0.0,1.0,0.04141329,-253.79253,46.66229
4.015313,0.67177105,1.0,0.0,1.0,0.0,-119.30137,18.574017
4.0957904,0.6985968,1.0,6.4264896e-08,1.0,0.0,-127.50208,19.263536
5.0,0.99999994,4.31777,0.0,1.0,0.0,-253.0076,45.643135
4.437779,0.81259304,1.0,0.0,1.0,9.23872e-06,-165.9791,22.354189
4.1735406,0.72451353,1.0,8.2014594e-08,1.0,0.0,-135.73384,19.943361
4.9999995,0.99999994,3.989436,0.0,1.0,0.0,-250.93665,42.915596
5.0,0.99999994,4.219461,0.0,1.0,0.007229899,-252.36493,44.8039
4.0166154,0.67220515,1.0,1.09896064e-07,1.0,0.042353056,-119.43148,18.586853
3.962966,0.65432197,1.0,0.0,1.0,0.0,-114.14174,18.133236
4.092878,0.69762594,1.0,4.5401976e-08,1.0,0.0,-127.19963,19.23833
4.9999995,0.99999994,5.0,0.0,1.1191897,0.47364336,-258.01413,52.47692
4.3046923,0.76823086,1.0,0.0,1.0,1.4901161e-08,-150.30742,21.120556
4.0158195,0.67193985,1.0,0.0,1.0,1.3969839e-09,-119.35196,18.57831
5.0,0.99999994,4.1787667,0.0,1.0,0.019384904,-252.10455,44.462467
4.0615816,0.6871939,1.0,0.0,1.0,3.7252903e-09,-123.976425,18.96868
5.0,0.99999994,5.0,0.0,1.0232079,0.09312743,-258.00055,52.05563
4.0098977,0.66996586,1.0,1.1176962e-07,1.0,0.0,-118.76121,18.528133
5.0,0.99999994,4.1637406,0.0,1.0,0.0,-252.00925,44.33674
4.085637,0.69521236,1.0,1.1641532e-10,1.0,0.0,-126.449524,19.17575
4.049863,0.6832876,1.0,0.0,1.0,0.0,-122.78217,18.868273
4.296643,0.7655476,1.0,2.5203917e-08,1.0,1.4901161e-08,-149.38806,21.047203
5.0,0.99999994,4.406587,0.0,1.0,1.4901161e-08,-253.60483,46.41801
4.0969477,0.69898254,1.0,6.103073e-08,1.0,0.0,-127.62239,19.273558
4.1213794,0.70712644,1.0,0.0,1.0,0.0,-130.17778,19.485796
5.0,0.99999994,4.3137336,0.0,1.0,0.0,-252.98083,45.6083
5.0,0.99999994,5.0,0.0,1.1288466,0.5143768,-258.0166,52.53888
4.165777,0.72192574,1.0,1.2118107e-08,1.0,0.027396536,-134.89824,19.87563
4.0790234,0.69300777,1.0,1.8742867e-08,1.0,0.0,-125.766685,19.11869
5.0,0.99999994,4.265064,0.0,1.0,0.0,-252.66064,45.19077
4.127328,0.70910937,1.0,0.0,1.0,0.0,-130.8045,19.537672
4.0079727,0.6693243,1.0,0.0,1.0,0.0,-118.56956,18.511839
5.0,0.99999994,4.315349,0.0,1.0,0.0,-252.99155,45.62224
4.134059,0.71135294,1.0,2.2439053e-08,1.0,0.0,-131.51581,19.596466
5.0,0.99999994,4.8722734,0.0,1.0,2.05338e-05,-256.9945,50.739048
4.2948713,0.7649571,1.0,0.0,1.0,0.0,-149.18619,21.031078
4.004461,0.66815364,1.0,3.7252903e-09,1.0,0.0,-118.2204,18.482136
3.957666,0.65255535,1.0,1.0803478e-07,1.0,0.023286564,-113.627,18.089489
